139	America/Montevideo	UYT	-3	f
140	America/Montreal	EDT	-4	t
141	America/Montserrat	AST	-4	f
142	America/Nassau	EDT	-4	t
143	America/New_York	EDT	-4	t
144	America/Nipigon	EDT	-4	t
145	America/Nome	AKDT	-8	t
146	America/Noronha	FNT	-2	f
147	America/North_Dakota/Center	CDT	-5	t
148	America/North_Dakota/New_Salem	CDT	-5	t
149	America/Panama	EST	-5	f
150	America/Pangnirtung	EDT	-4	t
151	America/Paramaribo	SRT	-3	f
152	America/Phoenix	MST	-7	f
153	America/Port-au-Prince	EST	-5	f
154	America/Port_of_Spain	AST	-4	f
155	America/Porto_Velho	AMT	-4	f
156	America/Puerto_Rico	AST	-4	f
157	America/Rainy_River	CDT	-5	t
158	America/Rankin_Inlet	CDT	-5	t
159	America/Recife	BRT	-3	f
160	America/Regina	CST	-6	f
161	America/Resolute	CDT	-5	f
162	America/Rio_Branco	AMT	-4	f
163	America/Santiago	CLT	-4	f
164	America/Santo_Domingo	AST	-4	f
165	America/Sao_Paulo	BRT	-3	f
166	America/Scoresbysund	EGST	0	t
167	America/Shiprock	MDT	-6	t
168	America/St_Johns	NDT	-2.5	t
169	America/St_Kitts	AST	-4	f
170	America/St_Lucia	AST	-4	f
171	America/St_Thomas	AST	-4	f
172	America/St_Vincent	AST	-4	f
173	America/Swift_Current	CST	-6	f
174	America/Tegucigalpa	CST	-6	f
175	America/Thule	ADT	-3	t
176	America/Thunder_Bay	EDT	-4	t
177	America/Tijuana	PDT	-7	t
178	America/Toronto	EDT	-4	t
179	America/Tortola	AST	-4	f
180	America/Vancouver	PDT	-7	t
181	America/Whitehorse	PDT	-7	t
182	America/Winnipeg	CDT	-5	t
183	America/Yakutat	AKDT	-8	t
184	America/Yellowknife	MDT	-6	t
185	Antarctica/Casey	WST	8	f
186	Antarctica/Davis	DAVT	7	f
187	Antarctica/DumontDUrville	DDUT	10	f
188	Antarctica/Mawson	MAWT	6	f
189	Antarctica/McMurdo	NZST	12	f
190	Antarctica/Palmer	CLT	-4	f
191	Antarctica/Rothera	ROTT	-3	f
192	Antarctica/South_Pole	NZST	12	f
193	Antarctica/Syowa	SYOT	3	f
194	Antarctica/Vostok	VOST	6	f
195	Arctic/Longyearbyen	CEST	2	t
196	Asia/Aden	AST	3	f
197	Asia/Almaty	ALMT	6	f
198	Asia/Amman	EEST	3	t
199	Asia/Anadyr	ANAST	13	t
200	Asia/Aqtau	AQTT	5	f
201	Asia/Aqtobe	AQTT	5	f
202	Asia/Ashgabat	TMT	5	f
203	Asia/Baghdad	AST	3	f
204	Asia/Bahrain	AST	3	f
205	Asia/Baku	AZST	5	t
206	Asia/Bangkok	ICT	7	f
207	Asia/Beirut	EEST	3	t
208	Asia/Bishkek	KGT	6	f
209	Asia/Brunei	BNT	8	f
210	Asia/Calcutta	IST	5.5	f
211	Asia/Choibalsan	CHOT	8	f
212	Asia/Chongqing	CST	8	f
213	Asia/Colombo	IST	5.5	f
214	Asia/Damascus	EEST	3	t
215	Asia/Dhaka	BDST	7	t
216	Asia/Dili	TLT	9	f
217	Asia/Dubai	GST	4	f
218	Asia/Dushanbe	TJT	5	f
219	Asia/Gaza	EEST	3	t
220	Asia/Harbin	CST	8	f
221	Asia/Hong_Kong	HKT	8	f
222	Asia/Hovd	HOVT	7	f
223	Asia/Irkutsk	IRKST	9	t
224	Asia/Jakarta	WIT	7	f
225	Asia/Jayapura	EIT	9	f
226	Asia/Jerusalem	IDT	3	t
227	Asia/Kabul	AFT	4.5	f
228	Asia/Kamchatka	PETST	13	t
229	Asia/Karachi	PKST	6	t
230	Asia/Kashgar	CST	8	f
231	Asia/Katmandu	NPT	5.75	f
232	Asia/Krasnoyarsk	KRAST	8	t
233	Asia/Kuala_Lumpur	MYT	8	f
234	Asia/Kuching	MYT	8	f
235	Asia/Kuwait	AST	3	f
236	Asia/Macau	CST	8	f
237	Asia/Magadan	MAGST	12	t
238	Asia/Makassar	CIT	8	f
239	Asia/Manila	PHT	8	f
240	Asia/Muscat	GST	4	f
241	Asia/Nicosia	EEST	3	t
242	Asia/Novosibirsk	NOVST	7	t
243	Asia/Omsk	OMSST	7	t
244	Asia/Oral	ORAT	5	f
245	Asia/Phnom_Penh	ICT	7	f
246	Asia/Pontianak	WIT	7	f
247	Asia/Pyongyang	KST	9	f
248	Asia/Qatar	AST	3	f
249	Asia/Qyzylorda	QYZT	6	f
250	Asia/Rangoon	MMT	6.5	f
251	Asia/Riyadh	AST	3	f
252	Asia/Saigon	ICT	7	f
253	Asia/Sakhalin	SAKST	11	t
254	Asia/Samarkand	UZT	5	f
255	Asia/Seoul	KST	9	f
256	Asia/Shanghai	CST	8	f
257	Asia/Singapore	SGT	8	f
258	Asia/Taipei	CST	8	f
259	Asia/Tashkent	UZT	5	f
260	Asia/Tbilisi	GET	4	f
261	Asia/Tehran	IRDT	4.5	t
262	Asia/Thimphu	BTT	6	f
263	Asia/Tokyo	JST	9	f
264	Asia/Ulaanbaatar	ULAT	8	f
265	Asia/Urumqi	CST	8	f
266	Asia/Vientiane	ICT	7	f
267	Asia/Vladivostok	VLAST	11	t
268	Asia/Yakutsk	YAKST	10	t
269	Asia/Yekaterinburg	YEKST	6	t
270	Asia/Yerevan	AMST	5	t
271	Atlantic/Azores	AZOST	0	t
272	Atlantic/Bermuda	ADT	-3	t
273	Atlantic/Canary	WEST	1	t
274	Atlantic/Cape_Verde	CVT	-1	f
275	Atlantic/Faroe	WEST	1	t
276	Atlantic/Jan_Mayen	CEST	2	t
277	Atlantic/Madeira	WEST	1	t
278	Atlantic/Reykjavik	GMT	0	f
279	Atlantic/South_Georgia	GST	-2	f
280	Atlantic/Stanley	FKT	-4	f
281	Atlantic/St_Helena	GMT	0	f
282	Australia/Adelaide	CST	9.5	f
283	Australia/Brisbane	EST	10	f
284	Australia/Broken_Hill	CST	9.5	f
285	Australia/Currie	EST	10	f
286	Australia/Darwin	CST	9.5	f
287	Australia/Eucla	CWST	8.75	f
288	Australia/Hobart	EST	10	f
289	Australia/Lindeman	EST	10	f
290	Australia/Lord_Howe	LHST	10.5	f
291	Australia/Melbourne	EST	10	f
292	Australia/Perth	WST	8	f
293	Australia/Sydney	EST	10	f
294	Europe/Amsterdam	CEST	2	t
295	Europe/Andorra	CEST	2	t
296	Europe/Athens	EEST	3	t
297	Europe/Belgrade	CEST	2	t
298	Europe/Berlin	CEST	2	t
299	Europe/Bratislava	CEST	2	t
300	Europe/Brussels	CEST	2	t
301	Europe/Bucharest	EEST	3	t
302	Europe/Budapest	CEST	2	t
303	Europe/Chisinau	EEST	3	t
304	Europe/Copenhagen	CEST	2	t
305	Europe/Dublin	IST	1	t
306	Europe/Gibraltar	CEST	2	t
307	Europe/Guernsey	BST	1	t
308	Europe/Helsinki	EEST	3	t
309	Europe/Isle_of_Man	BST	1	t
310	Europe/Istanbul	EEST	3	t
311	Europe/Jersey	BST	1	t
312	Europe/Kaliningrad	EEST	3	t
313	Europe/Kiev	EEST	3	t
314	Europe/Lisbon	WEST	1	t
315	Europe/Ljubljana	CEST	2	t
316	Europe/London	BST	1	t
317	Europe/Luxembourg	CEST	2	t
318	Europe/Madrid	CEST	2	t
319	Europe/Malta	CEST	2	t
320	Europe/Mariehamn	EEST	3	t
321	Europe/Minsk	EEST	3	t
322	Europe/Monaco	CEST	2	t
323	Europe/Moscow	MSD	4	t
324	Europe/Oslo	CEST	2	t
325	Europe/Paris	CEST	2	t
326	Europe/Podgorica	CEST	2	t
327	Europe/Prague	CEST	2	t
328	Europe/Riga	EEST	3	t
329	Europe/Rome	CEST	2	t
330	Europe/Samara	SAMST	5	t
331	Europe/San_Marino	CEST	2	t
332	Europe/Sarajevo	CEST	2	t
333	Europe/Simferopol	EEST	3	t
334	Europe/Skopje	CEST	2	t
335	Europe/Sofia	EEST	3	t
336	Europe/Stockholm	CEST	2	t
337	Europe/Tallinn	EEST	3	t
338	Europe/Tirane	CEST	2	t
339	Europe/Uzhgorod	EEST	3	t
340	Europe/Vaduz	CEST	2	t
341	Europe/Vatican	CEST	2	t
342	Europe/Vienna	CEST	2	t
343	Europe/Vilnius	EEST	3	t
344	Europe/Volgograd	VOLST	4	t
345	Europe/Warsaw	CEST	2	t
346	Europe/Zagreb	CEST	2	t
347	Europe/Zaporozhye	EEST	3	t
348	Europe/Zurich	CEST	2	t
349	Indian/Antananarivo	EAT	3	f
350	Indian/Chagos	IOT	6	f
351	Indian/Christmas	CXT	7	f
352	Indian/Cocos	CCT	6.5	f
353	Indian/Comoro	EAT	3	f
354	Indian/Kerguelen	TFT	5	f
355	Indian/Mahe	SCT	4	f
356	Indian/Maldives	MVT	5	f
357	Indian/Mauritius	MUT	4	f
358	Indian/Mayotte	EAT	3	f
359	Indian/Reunion	RET	4	f
360	Pacific/Apia	WST	-11	f
361	Pacific/Auckland	NZST	12	f
362	Pacific/Chatham	CHAST	12.75	f
363	Pacific/Easter	EAST	-6	f
364	Pacific/Efate	VUT	11	f
365	Pacific/Enderbury	PHOT	13	f
366	Pacific/Fakaofo	TKT	-10	f
367	Pacific/Fiji	FJT	12	f
368	Pacific/Funafuti	TVT	12	f
369	Pacific/Galapagos	GALT	-6	f
370	Pacific/Gambier	GAMT	-9	f
371	Pacific/Guadalcanal	SBT	11	f
372	Pacific/Guam	ChST	10	f
373	Pacific/Honolulu	HST	-10	f
374	Pacific/Johnston	HST	-10	f
375	Pacific/Kiritimati	LINT	14	f
376	Pacific/Kosrae	KOST	11	f
377	Pacific/Kwajalein	MHT	12	f
378	Pacific/Majuro	MHT	12	f
379	Pacific/Marquesas	MART	-9.5	f
380	Pacific/Midway	SST	-11	f
381	Pacific/Nauru	NRT	12	f
382	Pacific/Niue	NUT	-11	f
383	Pacific/Norfolk	NFT	11.5	f
384	Pacific/Noumea	NCT	11	f
385	Pacific/Pago_Pago	SST	-11	f
386	Pacific/Palau	PWT	9	f
387	Pacific/Pitcairn	PST	-8	f
388	Pacific/Ponape	PONT	11	f
389	Pacific/Port_Moresby	PGT	10	f
390	Pacific/Rarotonga	CKT	-10	f
391	Pacific/Saipan	ChST	10	f
392	Pacific/Tahiti	TAHT	-10	f
393	Pacific/Tarawa	GILT	12	f
394	Pacific/Tongatapu	TOT	13	f
395	Pacific/Truk	TRUT	10	f
396	Pacific/Wake	WAKT	12	f
397	Pacific/Wallis	WFT	12	f
